address,city,neighbourhood,bed,bath,type,style,walk_score,lot_size,age,size,listed_price,estimated_mortgage,property_tax,last_sold_price,last_sold_year
34 Stratheden Road,Toronto,Bridle Path-sunnybrook-york Mills,6+1,8,Detached,2-Storey,39,10125.0,No Data,5000+ sqft,9500000.0,52741.0,35281,10500000.0,2022
564 Fairlawn Avenue,Toronto,Bedford Park-nortown,4+1,5,Detached,2-Storey,76,4598.85,No Data,No Data,3379000.0,18579.0,12291,1448000.0,2010
612 - 3650 Kingston Road,Toronto,Scarborough Village,1+1,1,Condo Apt,Apartment,76,11-15 years,Restrict,600-699 sqft,500000.0,2589.0,1182,349900.0,2018
Th11 - 3 Rean Drive,Toronto,Bayview Village,3+1,3,Condo Townhouse,3-Storey,76,No Data,Restrict,1400-1599 sqft,999800.0,5465.0,4177,465000.0,2007
312 - 105 George Street,Toronto,Moss Park,1,1,Condo Apt,Apartment,76,No Data,Restrict,500-599 sqft,635000.0,3366.0,2242,489900.0,2017
176 Donald Avenue,Toronto,Keelesdale-eglinton West,5,3,Triplex,2-Storey,71,3220.0,No Data,1500-2000 sqft,1100000.0,5860.0,4038,449900.0,2007
42 Glenlake Avenue,Toronto,High Park North,5+1,3,Detached,2 1/2 Storey,79,3615.7361,No Data,No Data,2089000.0,11380.0,7008,449900.0,2007
92 Vanbrugh Avenue,Toronto,Birchcliffe-cliffside,2+1,2,Detached,Bungalow,57,4263.6,No Data,No Data,796000.0,4293.0,3191,896900.0,2022
162 Kingsdale Avenue,Toronto,Willowdale East,5+3,7,Detached,2-Storey,63,7320.0,No Data,No Data,2498000.0,13662.0,16241,3599900.0,2016
348 Mortimer Avenue,Toronto,Danforth Village-east York,3+1,3,Detached,1 1/2 Storey,63,2976.0,No Data,No Data,997000.0,5449.0,4619,309900.0,2003
2536 St Clair Avenue E,Toronto,O'connor-parkview,4,5,Detached,2-Storey,53,350.8637,New,No Data,2699900.0,14789.0,4619,2690000.0,2022
183 Patricia Avenue,Toronto,Newtonbrook West,5,2,Detached,1 1/2 Storey,54,6600.0,51-99 years,No Data,1788000.0,9700.0,5965,1788000.0,2022
183 Patricia Avenue,Toronto,Newtonbrook West,5,2,Detached,1 1/2 Storey,54,6600.0,51-99 years,No Data,1788000.0,9700.0,5965,1788000.0,2022
1103 - 155 Legion Road N,Toronto,Mimico,2,2,Condo Apt,Apartment,54,No Data,Restrict,700-799 sqft,665000.0,3539.0,2035,1788000.0,2022
611 - 330 Alton Towers Circle,Toronto,Milliken,2+1,2,Condo Apt,Apartment,54,No Data,Restrict,1400-1599 sqft,599000.0,3159.0,1800,208000.0,2003
58 Cartier Crescent,Toronto,Bendale,3,2,Detached,Backsplit 3,53,6285.0465,No Data,No Data,899000.0,4885.0,3690,625000.0,2015
74 Kingsview Boulevard,Toronto,Kingsview Village-the Westway,5+2,3,Detached,1 1/2 Storey,41,21143.02,No Data,No Data,1499888.0,8092.0,4100,529900.0,2007
458 Willard Avenue,Toronto,Runnymede-bloor West Village,2+1,3,SEMI-DETACHED,2-Storey,60,2065.4927999999995,No Data,No Data,1299900.0,6976.0,5858,698000.0,2015
69 Craven Road,Toronto,Greenwood-coxwell,3,2,Att/Row/Twnhouse,2-Storey,81,1460.0,No Data,No Data,729000.0,3907.0,3177,829000.0,2022
306 - 35 Wabash Avenue,Toronto,Roncesvalles,3+1,3,Condo Townhouse,2-Storey,81,No Data,Restrict,1400-1599 sqft,1699000.0,9203.0,7520,1825000.0,2022
92 Byng Avenue,Toronto,Oakridge,3+1,2,Detached,2-Storey,66,2946.0,No Data,1100-1500 sqft,1025000.0,5442.0,3223,499000.0,2007
507 - 32 Stewart Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,66,No Data,Restrict,500-599 sqft,590000.0,3107.0,1795,499000.0,2020
Sph1702 - 17 Dundonald Street,Toronto,Church-yonge Corridor,1,1,Condo Apt,Loft,66,0-5 years,Restrict,700-799 sqft,727000.0,3896.0,2382,699000.0,2022
373 Woodbine Avenue,Toronto,The Beaches,1,1,Investment,R.06,66,R.06,2556 sqft,Apts-2 To 5 Units,1499000.0,3896.0,2382,699000.0,2022
4 Golden Avenue,Toronto,Roncesvalles,3,4,SEMI-DETACHED,2-Storey,90,1800.0,No Data,1100-1500 sqft,1589000.0,8589.0,6576,999900.0,2016
232 Ryding Avenue,Toronto,Junction Area,4,2,Detached,2-Storey,66,3708.8,51-99 years,1500-2000 sqft,1199000.0,6413.0,4512,439900.0,2009
60 Burnhamthorpe Road,Toronto,Islington-city Centre West,3,3,Detached,2-Storey,78,6378.0,No Data,No Data,1850000.0,10046.0,5780,2198000.0,2022
1 Cicada Court,Toronto,Banbury-don Mills,3+1,2,Detached,Bungalow,38,8003.2080000000005,No Data,1100-1500 sqft,1888000.0,10258.0,7680,2198000.0,2022
1704 - 1171 Queen Street West Street,Toronto,Little Portugal,2,1,Condo Apt,Apartment,38,11-15 years,Restrict,800-899 sqft,749900.0,4027.0,2736,2198000.0,2022
3 Resolution Crescent,Toronto,Hillcrest Village,3+2,2,Detached,Bungalow,58,7176.2625,No Data,No Data,1290000.0,6921.0,5700,899000.0,2015
902 - 99 John Street,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,58,0-5 years,Restrict,500-599 sqft,760000.0,4085.0,2293,899000.0,2015
2104 - 35 Balmuto Street,Toronto,Bay Street Corridor,1+1,2,Condo Apt,Apartment,58,No Data,Restrict,800-899 sqft,789000.0,4252.0,3773,2600.0,2017
135 Holland Park Avenue,Toronto,Oakwood Village,3+1,2,SEMI-DETACHED,2-Storey,71,2404.0,No Data,No Data,1100000.0,5860.0,4303,2600.0,2017
89 Fieldwood Drive,Toronto,Milliken,3+2,4,Detached,2-Storey,55,2986.9655,No Data,No Data,1288800.0,6914.0,4247,1288800.0,2022
2915 - 181 Dundas Street E,Toronto,Church-yonge Corridor,1+1,1,Condo Apt,Apartment,55,0-5 years,Restrict,500-599 sqft,599999.0,3165.0,1888,1550.0,2020
Ph1027 - 55 Stewart Street,Toronto,Waterfront Communities C1,2+1,3,Condo Apt,3-Storey,55,11-15 years,Restrict,2500-2749 sqft,2890000.0,15850.0,10839,2890000.0,2022
915 - 5 Soudan Avenue,Toronto,Mount Pleasant West,1,1,Condo Apt,Apartment,55,0-5 years,Restrict,0-499 sqft,619000.0,3274.0,1815,2890000.0,2022
1708 - 300 Front Street W,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,55,6-10 years,Restrict,600-699 sqft,809000.0,4367.0,3134,2595.0,2019
3306 - 50 Charles Street E,Toronto,Church-yonge Corridor,1,1,Condo Apt,Apartment,55,No Data,Restrict,500-599 sqft,549900.0,2876.0,2913,678000.0,2021
503 - 735 Don Mills Road,Toronto,Flemingdon Park,2,1,Condo Apt,Apartment,55,No Data,Restrict,900-999 sqft,509900.0,2646.0,1194,159000.0,2012
35 Bimini Crescent,Toronto,Black Creek,3,2,SEMI-DETACHED,Bungalow-Raised,44,3501.3077,No Data,1100-1500 sqft,939000.0,5115.0,2780,159000.0,2012
28 Seymour Avenue,Toronto,Blake-jones,3,1,SEMI-DETACHED,2-Storey,68,1714.6499999999999,No Data,No Data,999880.0,5466.0,4304,499000.0,2015
11 Truxford Road,Toronto,Parkwoods-donalda,3+1,2,Detached,Sidesplit 4,53,7200.0,No Data,No Data,1288800.0,6914.0,6180,399900.0,2004
2212 - 325 Bay Street,Toronto,Bay Street Corridor,1,2,Condo Apt,Apartment,53,No Data,N,800-899 sqft,980000.0,5351.0,3095,399900.0,2004
3605 - 10 York Street,Toronto,Waterfront Communities C1,2,2,Condo Apt,Apartment,53,No Data,Restrict,800-899 sqft,1120000.0,5972.0,4800,1179000.0,2022
1112 - 85 Bloor Street E,Toronto,Church-yonge Corridor,1+1,1,Condo Apt,Apartment,53,No Data,Restrict,600-699 sqft,564900.0,2963.0,2521,1179000.0,2022
3002 - 290 Adelaide Street W,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,53,6-10 years,Restrict,500-599 sqft,639900.0,3394.0,2256,658000.0,2022
88 Lord Seaton Road,Toronto,St. Andrew-windfields,6+4,10,Detached,2-Storey,31,17085.0,0-5 years,5000+ sqft,7880000.0,43700.0,30832,7880000.0,2022
5210 - 181 Dundas Street E,Toronto,Church-yonge Corridor,2,1,Condo Apt,Apartment,31,0-5 years,Restrict,600-699 sqft,788000.0,4247.0,2565,2400.0,2019
813 - 18 Beverley Street,Toronto,Kensington-chinatown,2,2,Condo Apt,Apartment,31,No Data,Restrict,1600-1799 sqft,2100000.0,11441.0,5643,2199000.0,2022
124 Barse Street,Toronto,Bedford Park-nortown,4+1,3,Detached,Bungalow,69,6536.0,No Data,No Data,2180000.0,11888.0,6500,1725000.0,2016
207 - 710 Humberwood Boulevard,Toronto,West Humber-clairville,2,2,Condo Apt,Apartment,69,No Data,Restrict,800-899 sqft,649900.0,3452.0,1621,320000.0,2014
451 Rhodes Avenue,Toronto,Greenwood-coxwell,2+1,2,Att/Row/Twnhouse,2-Storey,80,1411.3,No Data,No Data,699900.0,3740.0,3286,369900.0,2012
1405 - 20 Guildwood Parkway,Toronto,Guildwood,2+1,2,Condo Apt,Apartment,80,No Data,Restrict,1000-1199 sqft,699900.0,3740.0,2536,349900.0,2010
72 Glencoyne Crescent,Toronto,Steeles,5+2,3,SEMI-DETACHED,Backsplit 5,61,4500.0,No Data,No Data,999000.0,5461.0,2536,1199000.0,2022
339 - 4001 Don Mills Road,Toronto,Hillcrest Village,2+1,2,Condo Townhouse,Stacked Townhse,61,No Data,Restrict,1200-1399 sqft,650000.0,3452.0,2079,1199000.0,2022
1210 - 35 Saranac Boulevard S,Toronto,Englemount-lawrence,1+1,1,Condo Apt,Apartment,61,No Data,N,600-699 sqft,548900.0,2871.0,1744,1199000.0,2022
153 - 50 Scarborough Golfclub Road,Toronto,Scarborough Village,3,2,Condo Townhouse,Stacked Townhse,61,31-50 years,Restrict,1400-1599 sqft,699999.0,3740.0,1194,719999.0,2022
2817 - 1926 Lake Shore Boulevard W,Toronto,High Park-swansea,1+1,2,Condo Apt,Apartment,61,No Data,Restrict,600-699 sqft,699000.0,3734.0,1194,719999.0,2022
818 - 7 Bishop Avenue,Toronto,Newtonbrook East,2+1,2,Condo Apt,Apartment,61,No Data,Restrict,900-999 sqft,649000.0,3447.0,1997,719999.0,2022
8 Shady Oaks Crescent,Toronto,Bridle Path-sunnybrook-york Mills,5+2,7,Detached,2-Storey,15,15824.550000000001,6-15 years,5000+ sqft,6580000.0,36444.0,28968,5600000.0,2016
1517 - 5 Massey Square,Toronto,Crescent Town,2,1,Condo Apt,2-Storey,15,No Data,N,1000-1199 sqft,549999.0,2877.0,948,129900.0,2007
309 - 455 Sentinel Road,Toronto,York University Heights,2+1,1,Condo Apt,Apartment,15,No Data,Restrict,900-999 sqft,449900.0,2301.0,1207,161900.0,2005
26 Hill Garden Road,Toronto,Humber Heights,4+2,5,Detached,2-Storey,53,7080.0,New,3500-5000 sqft,3249999.0,17859.0,4303,998000.0,2020
24 - 13 Eaton Park Lane,Toronto,L'amoreaux,2,3,Condo Townhouse,2-Storey,53,No Data,N,1000-1199 sqft,699990.0,3740.0,2389,759000.0,2022
101 - 40 Panorama Court,Toronto,Mount Olive-silverstone-jamestown,3,2,Condo Apt,Multi-Level,53,31-50 years,Restrict,1200-1399 sqft,520779.0,2709.0,398,610979.0,2022
1221 - 8 Hillsdale Avenue,Toronto,Mount Pleasant West,1+1,1,Condo Apt,Apartment,53,No Data,Restrict,500-599 sqft,688800.0,3676.0,2256,699800.0,2022
42 Yore Road,Toronto,Beechborough-greenbrook,3+1,2,Detached,2-Storey,48,3567.0,No Data,No Data,1488000.0,8026.0,4171,699800.0,2022
802 - 19 Rosebank Drive,Toronto,Malvern,3+1,3,Condo Townhouse,3-Storey,48,No Data,Restrict,1400-1599 sqft,849900.0,4603.0,2663,799900.0,2022
2309 - 38 Ianuzzi Street,Toronto,Niagara,1,1,Condo Apt,Apartment,48,No Data,Restrict,500-599 sqft,600000.0,3165.0,2120,799900.0,2022
Ph04 - 41 Markbrook Lane,Toronto,Mount Olive-silverstone-jamestown,2+1,2,Condo Apt,Apartment,48,No Data,Restrict,1000-1199 sqft,549900.0,2876.0,1225,649900.0,2022
301 - 235 Grandravine Drive,Toronto,Glenfield-jane Heights,1,1,Co-Ownership Apt,Apartment,48,No Data,Restrict,700-799 sqft,265000.0,1237.0,1225,649900.0,2022
1411 - 8 Covington Road,Toronto,Englemount-lawrence,2,2,Condo Apt,Apartment,48,No Data,Restrict,1000-1199 sqft,805000.0,4344.0,2682,3200.0,2022
427 - 684 Warden Avenue,Toronto,Clairlea-birchmount,2+1,1,Condo Apt,Apartment,48,No Data,Restrict,800-899 sqft,638000.0,3383.0,1839,299000.0,2013
1209 - 10 Edgecliff Gfwy,Toronto,Flemingdon Park,3,2,Condo Apt,Apartment,48,No Data,Restrict,1000-1199 sqft,788000.0,4247.0,1448,299000.0,2013
403 - 20 Tubman Avenue,Toronto,Regent Park,3,2,Condo Apt,Apartment,48,No Data,Restrict,1000-1199 sqft,1299999.0,6976.0,3600,3700.0,2022
606 - 75 Dalhousie Street,Toronto,Church-yonge Corridor,2,1,Condo Apt,Apartment,48,16-30 years,Restrict,700-799 sqft,599000.0,3159.0,2344,349900.0,2013
159 Boultbee Avenue,Toronto,Blake-jones,3+1,5,SEMI-DETACHED,3-Storey,68,1679.9399999999998,0-5 years,2000-2500 sqft,1590000.0,8595.0,3420,1499900.0,2022
1019 - 80 Harrison Garden Boulevard,Toronto,Willowdale East,2,2,Condo Apt,Apartment,68,No Data,Restrict,800-899 sqft,716000.0,3832.0,2432,720000.0,2022
1805 - 20 Tubman Avenue,Toronto,Regent Park,1,1,Condo Apt,Apartment,68,No Data,Restrict,500-599 sqft,625000.0,3309.0,1619,599000.0,2022
902 - 4091 Sheppard Avenue,Toronto,Agincourt South-malvern West,3,2,Condo Apt,Apartment,68,No Data,Restrict,1200-1399 sqft,399000.0,2008.0,1239,599000.0,2022
406 - 3420 Eglinton Avenue E,Toronto,Scarborough Village,3,2,Condo Apt,Apartment,68,No Data,Restrict,1200-1399 sqft,539900.0,2819.0,1049,479900.0,2021
1505 - 185 Roehampton Avenue,Toronto,Mount Pleasant East,1,1,Condo Apt,Apartment,68,No Data,Restrict,500-599 sqft,680000.0,3625.0,2492,479900.0,2021
1702 - 5444 Yonge Street,Toronto,Willowdale West,2+1,2,Condo Apt,Apartment,68,No Data,Restrict,1600-1799 sqft,1099000.0,5855.0,3690,409000.0,2003
146 Coleridge Avenue,Toronto,Woodbine-lumsden,3+1,4,Detached,Bungalow,89,2375.0,No Data,No Data,799900.0,4315.0,3300,999900.0,2022
67 Wagon Trailway,Toronto,Pleasant View,3,3,Condo Townhouse,2-Storey,89,No Data,Restrict,1600-1799 sqft,950000.0,5179.0,3672,999900.0,2022
1514 - 4725 Sheppard Avenue E,Toronto,Agincourt South-malvern West,2+1,2,Condo Apt,Apartment,89,No Data,Restrict,1400-1599 sqft,679000.0,3619.0,1801,249000.0,2013
1610 - 49 East Liberty Street,Toronto,Niagara,1,1,Condo Apt,Apartment,89,No Data,Restrict,0-499 sqft,585000.0,3078.0,1668,249000.0,2013
3807 - 2200 Lake Shore Boulevard W,Toronto,Mimico,2,2,Condo Apt,Apartment,89,6-10 years,N,800-899 sqft,749999.0,4028.0,2427,249000.0,2013
1091 - 100 Mornelle Court,Toronto,Morningside,2+1,2,Condo Townhouse,Stacked Townhse,89,No Data,Restrict,1200-1399 sqft,549900.0,2876.0,936,569000.0,2022
3901 - 65 Bremner Boulevard,Toronto,Waterfront Communities C1,2+1,2,Condo Apt,Apartment,89,11-15 years,N,700-799 sqft,990000.0,5409.0,3387,459900.0,2013
22 Innismore Crescent,Toronto,Wexford-maryvale,3+1,5,Detached,2-Storey,62,5125.0,0-5 years,No Data,2125000.0,11581.0,5200,2590000.0,2022
366 Greenfield Avenue,Toronto,Willowdale East,3+1,5,Detached,2-Storey,52,4043.2392,New,2500-3000 sqft,3590000.0,19757.0,5200,2590000.0,2022
Ph08 - 1 Belsize Drive,Toronto,Mount Pleasant West,2+1,3,Condo Apt,Apartment,52,0-5 years,Restrict,1200-1399 sqft,1448800.0,7807.0,3415,1488000.0,2022
2207 - 20 Tubman Avenue,Toronto,Regent Park,1+1,1,Condo Apt,Apartment,52,No Data,Restrict,700-799 sqft,658888.0,3504.0,1316,699000.0,2022
123 Heath Street W,Toronto,Yonge-st. Clair,3+1,4,SEMI-DETACHED,2-Storey,87,2639.0,No Data,No Data,3395000.0,18669.0,9412,2595000.0,2021
18 - 18 Oaken Gate Way,Toronto,St. Andrew-windfields,2+1,2,Condo Townhouse,2-Storey,87,No Data,Restrict,1400-1599 sqft,999000.0,5461.0,3539,2595000.0,2021
3453 Victoria Park Avenue,Toronto,L'amoreaux,1+1,1,Condo Townhouse,Stacked Townhse,87,New,Restrict,600-699 sqft,575000.0,3021.0,3539,2595000.0,2021
529 - 505 Richmond Street W,Toronto,Waterfront Communities C1,2,2,Condo Apt,Apartment,87,0-5 years,Restrict,700-799 sqft,824999.0,4459.0,3143,984999.0,2022
93 Mcroberts Avenue,Toronto,Corso Italia-davenport,3,2,SEMI-DETACHED,2-Storey,79,2376.0,No Data,No Data,799000.0,4310.0,3678,1188000.0,2022
503 - 1900 Sheppard Avenue E,Toronto,Pleasant View,2,1,Condo Apt,Apartment,79,No Data,Restrict,1000-1199 sqft,569000.0,2986.0,1536,1188000.0,2022
2205 - 88 Park Lawn Road,Toronto,Mimico,2+1,2,Condo Apt,3-Storey,79,6-10 years,Restrict,1000-1199 sqft,1149900.0,6139.0,3100,899000.0,2021
920 - 1185 The Queensway Avenue,Toronto,Islington-city Centre West,2+1,2,Condo Apt,Apartment,79,No Data,Restrict,900-999 sqft,749000.0,4022.0,2481,899000.0,2021
#22 - 25 Pebble Byway,Toronto,Hillcrest Village,3,1,Condo Townhouse,2-Storey,79,No Data,Restrict,1400-1599 sqft,645000.0,3424.0,2029,699900.0,2022
204 - 251 Queens Quay W,Toronto,Waterfront Communities C1,2,2,Condo Apt,Apartment,79,No Data,Restrict,1800-1999 sqft,1349000.0,7250.0,4338,1449000.0,2022
506 - 203 College Street,Toronto,Kensington-chinatown,1+1,2,Condo Apt,Apartment,79,0-5 years,Restrict,600-699 sqft,1080000.0,5748.0,1300,1050000.0,2022
26 Ramage Lane,Toronto,Eringate-centennial-west Deane,3+1,4,Att/Row/Twnhouse,3-Storey,51,1768.2284999999997,6-15 years,2000-2500 sqft,1429000.0,7696.0,4127,3000.0,2018
2003 - 19 Western Battery Road,Toronto,Niagara,1+1,2,Condo Apt,Apartment,51,No Data,Restrict,600-699 sqft,730000.0,3913.0,2837,785000.0,2022
804 - 21 Carlton Street,Toronto,Church-yonge Corridor,1+1,1,Condo Apt,Apartment,51,11-15 years,Restrict,500-599 sqft,659900.0,3509.0,2376,669900.0,2022
29 Moorefield Drive,Toronto,Rouge E10,3,4,SEMI-DETACHED,2-Storey,63,2109.5544,16-30 years,No Data,959900.0,5236.0,3267,949900.0,2022
40 Trueman Avenue,Toronto,Islington-city Centre West,2,1,Detached,Bungalow,68,5009.781599999999,No Data,No Data,1100000.0,5860.0,4118,999000.0,2022
702 - 20 Edgecliff Gfwy,Toronto,Flemingdon Park,2+1,1,Condo Apt,Apartment,68,No Data,Restrict,900-999 sqft,499000.0,2584.0,1301,1900.0,2021
36 United Square,Toronto,Malvern,3+2,5,Detached,2-Storey,43,5041.12,No Data,No Data,799900.0,4315.0,3000,1179000.0,2022
69 - 81 Brookmill Boulevard,Toronto,L'amoreaux,3+1,4,Condo Townhouse,2-Storey,43,31-50 years,Restrict,1400-1599 sqft,699000.0,3734.0,2875,399900.0,2014
612 - 38 Elm Street,Toronto,Bay Street Corridor,1,1,Condo Apt,Apartment,43,No Data,N,700-799 sqft,709900.0,3797.0,2654,489000.0,2017
122 - 1 Shaw Street,Toronto,Niagara,1+1,1,Condo Apt,Apartment,43,No Data,Restrict,700-799 sqft,729900.0,3912.0,2880,549000.0,2020
25 Clydesdale Drive,Toronto,Pleasant View,3+2,2,SEMI-DETACHED,Bungalow,47,3740.3967999999995,No Data,No Data,1168000.0,6240.0,4063,1210000.0,2022
Uph8 - 1830 Bloor Street W,Toronto,High Park North,1,1,Condo Apt,Apartment,47,No Data,Restrict,600-699 sqft,699999.0,3740.0,2500,1210000.0,2022
309 - 2 Church Street,Toronto,Church-yonge Corridor,3,2,Condo Apt,Apartment,47,0-5 years,Restrict,800-899 sqft,900000.0,4891.0,2500,1210000.0,2022
1010 - 509 Beecroft Road,Toronto,Newtonbrook West,2+1,2,Condo Apt,Apartment,47,No Data,Restrict,900-999 sqft,799900.0,4315.0,2844,718000.0,2021
3008 - 87 Peter Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,47,0-5 years,Restrict,0-499 sqft,599000.0,3159.0,1889,718000.0,2021
Lph3501 - 190 Borough Drive,Toronto,Bendale,2+1,2,Condo Apt,Apartment,47,No Data,Restrict,1000-1199 sqft,880000.0,4776.0,2701,879000.0,2022
208 - 275 Bamburgh Circle,Toronto,Steeles,2,2,Condo Apt,Apartment,47,No Data,Restrict,1200-1399 sqft,625000.0,3309.0,2130,649000.0,2022
708 - 100 Wingarden Court,Toronto,Malvern,2,2,Condo Apt,Apartment,47,No Data,Restrict,1000-1199 sqft,489999.0,2532.0,758,489999.0,2022
19 Treverton Drive,Toronto,Kennedy Park,3+2,2,Detached,Bungalow,66,5256.7179,No Data,No Data,799900.0,4315.0,3556,989900.0,2022
2407 - 195 Redpath Avenue,Toronto,Mount Pleasant West,n/a,1,Condo Apt,Apartment,66,0-5 years,Restrict,0-499 sqft,469000.0,2411.0,3556,2100.0,2022
591 St Clements Avenue,Toronto,Forest Hill North,4+1,4,Detached,2-Storey,57,7500.0,No Data,No Data,3195000.0,17552.0,14364,3595000.0,2022
533 - 111 Elizabeth Street,Toronto,Bay Street Corridor,2,2,Condo Apt,Apartment,57,No Data,Restrict,900-999 sqft,920000.0,5006.0,3428,959000.0,2022
1309 - 2220 Lake Shore Boulevard W,Toronto,Mimico,2,2,Condo Apt,Apartment,57,No Data,Restrict,800-899 sqft,849900.0,4603.0,2553,959000.0,2022
607 - 2055 Danforth Avenue,Toronto,Woodbine Corridor,2,1,Condo Apt,Apartment,57,6-10 years,Restrict,700-799 sqft,749000.0,4022.0,2515,759000.0,2022
Crt - 44 Sharrowbay Court,Toronto,Steeles,3+2,4,Detached,2-Storey,59,2181.1582000000003,No Data,1500-2000 sqft,1190000.0,6362.0,4329,759000.0,2022
104 Saskatoon Drive,Toronto,Kingsview Village-the Westway,3+1,4,Detached,Bungalow-Raised,50,5520.0,No Data,No Data,1580888.0,8544.0,5814,1748888.0,2022
2201 - 38 Joe Shuster Way,Toronto,Niagara,2,2,Condo Apt,Apartment,50,No Data,Restrict,700-799 sqft,669900.0,3567.0,2231,1790.0,2016
4105 - 88 Blue Jays Way,Toronto,Waterfront Communities C1,2,3,Condo Apt,Multi-Level,50,No Data,N,1400-1599 sqft,2080000.0,11330.0,7729,2050000.0,2022
712 - 60 Colborne Street,Toronto,Church-yonge Corridor,n/a,1,Condo Apt,Bachelor/Studio,50,0-5 years,N,0-499 sqft,539000.0,2814.0,1670,429900.0,2018
203 High Park Avenue,Toronto,High Park North,6+2,3,Triplex,2 1/2 Storey,82,4440.0,No Data,No Data,2995000.0,16436.0,8300,2399900.0,2022
1209 - 18 Lee Centre Drive,Toronto,Woburn,3,2,Condo Apt,Apartment,82,No Data,Restrict,1000-1199 sqft,629900.0,3337.0,1708,669900.0,2022
1608 - 8 Park Road,Toronto,Rosedale-moore Park,1+1,1,Condo Apt,Apartment,82,No Data,Restrict,600-699 sqft,599000.0,3159.0,2382,189000.0,2003
701 - 7 Kenaston Gardens,Toronto,Bayview Village,1,1,Condo Apt,Apartment,82,0-5 years,Restrict,500-599 sqft,619900.0,3279.0,2294,1800.0,2021
703 - 35 Bales Avenue,Toronto,Willowdale East,1,1,Condo Apt,Apartment,82,No Data,Restrict,500-599 sqft,629888.0,3337.0,1902,318800.0,2016
136 Hollyberry Trail,Toronto,Hillcrest Village,4+1,2,SEMI-DETACHED,2-Storey,31,4127.250599999999,No Data,No Data,849000.0,4597.0,3709,318800.0,2016
3608 - 85 Wood Street,Toronto,Church-yonge Corridor,1+1,1,Condo Apt,Apartment,31,No Data,Restrict,500-599 sqft,769900.0,4142.0,2450,2400.0,2022
610 - 38 Joe Shuster Way,Toronto,Niagara,1,1,Condo Apt,Apartment,31,No Data,Restrict,500-599 sqft,599999.0,3165.0,1605,1375.0,2013
2507 - 2220 Lake Shore Boulevard W,Toronto,Mimico,2+1,2,Condo Apt,Apartment,31,6-10 years,Restrict,800-899 sqft,999999.0,5466.0,2825,1375.0,2013
1103 - 100 Harrison Garden Boulevard,Toronto,Willowdale East,2+1,2,Condo Apt,Apartment,31,No Data,Restrict,1000-1199 sqft,999000.0,5461.0,3267,799999.0,2019
826 - 90 Stadium Road,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,31,No Data,Restrict,600-699 sqft,849000.0,4597.0,2623,439900.0,2016
364 The East Mall 122 Drive,Toronto,Islington-city Centre West,3+1,3,Condo Townhouse,2-Storey,31,No Data,Restrict,1200-1399 sqft,649900.0,3452.0,1757,439900.0,2016
2216 - 19 Western Battery Road,Toronto,Niagara,1+1,1,Condo Apt,Apartment,31,0-5 years,Restrict,600-699 sqft,680000.0,3625.0,2521,720000.0,2022
27 Rory Road,Toronto,Maple Leaf,4+1,4,Detached,2-Storey,44,3493.0924,16-30 years,1500-2000 sqft,1100000.0,5860.0,4240,1399999.0,2022
1803 - 5229 Dundas Street W,Toronto,Islington-city Centre West,2+1,2,Condo Apt,Apartment,44,No Data,Restrict,1000-1199 sqft,749000.0,4022.0,2509,799000.0,2022
1504 - 50 Brian Harrison Way,Toronto,Bendale,2,2,Condo Apt,Apartment,44,No Data,Restrict,700-799 sqft,649000.0,3447.0,1800,456000.0,2018
1009 - 105 Victoria Street,Toronto,Church-yonge Corridor,1,1,Condo Apt,Apartment,44,No Data,Restrict,600-699 sqft,549000.0,2871.0,1991,569000.0,2022
309 - 543 Richmond Street W,Toronto,Waterfront Communities C1,1+1,2,Condo Apt,Apartment,44,New,Restrict,800-899 sqft,1175000.0,6279.0,1991,569000.0,2022
53 Lippincott Street W,Toronto,Weston,2+1,2,Detached,1 1/2 Storey,56,7560.0,No Data,No Data,1050000.0,5581.0,2970,1050000.0,2022
1001 - 205 Hilda Avenue,Toronto,Newtonbrook West,2,1,Condo Apt,Apartment,56,No Data,Restrict,900-999 sqft,599000.0,3159.0,187,525000.0,2022
